,Unnamed: 0,appid,is_top_seller,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate,review
131,131,458710,1,Kingdom Rush Frontiers - Tower Defense,2016-07-25,10500.0,2,2,Strategy,0,87,Tower Defense,10,0,0,very positive,overwhelmingly positive,single only,5868,204,176.8,973.0,94.4,"개인적으로 타워 디펜스 게임의 최고봉이라고 평가하는 킹덤 러쉬 시리즈의 두 번째 작품, 킹덤 러쉬: 프론티어 입니다. 모바일 게임을 기반으로 2D 기반의 미니멀하면서도 화사한 그래픽, 깔끔한 UI와 간편한 조작을 유지하면서도 8종의 타워와 영웅 육성 등을 통해 다양한 컨셉, 전략등을 경험할 수 있는 것이 특징입니다.

시리즈의 가장 주요한 특징으로 맵 별로 컨셉이 각양각색이기에 해당 맵에 맞는 전략 및 컨트롤이 필요합니다. 특정 맵에만 나오는 용병들, 기구들이 있고 적들도 맵마다 최소 하나 이상 씩 새로운 몹이 나오며 가끔은 기습적으로 새로운 루트로 오는 경우도 있기에 세심한 주의가 필요합니다.

오리지널에 비해 업그레이드 된 영웅 육성은 다회차에 대한 강한 동기를 부여합니다. 오리지널과 달리 모든 영웅은 동일한 등급이며 초기에는 한 명만 주어지지만 차차 시나리오가 진행됨에 따라 나머지 영웅들이 언락 되는 구조입니다. 영웅 별로 스킬과 쓰임새가 천차만별이기에 같은 맵으로도 다른 방식으로 도전 할 수 있습니다.

단점이라면, 새롭게 언락한 영웅들을 다시 만렙으로 키우는 데에 노가다가 필요한 점, 모바일 버전으로 3년 전에 나온 게임이며 역시 모바일로 프론티어보다 더 진보한 오리진이 나와 있다는 점입니다. 현재까지 제작사에서 오리진을 PC로 포팅할 계획이 없다고는 합니다만, 프론티어가 잘 팔려서 오리진과 차기작까지 PC로 출시가 되길 바라며, 캐쥬얼한 타워 디펜스를 찾는 분에게 이 게임을 추천 드립니다."
132,132,508900,1,Zup! X,2018-05-17,1100.0,4,4,Casual,0,2880,Casual,27,0,0,very positive,overwhelmingly positive,single only,5750,183,17.8,364.0,70.8,프로필 꾸미려고 샀다가 꾸며봤자 아무도 안온다는것을 잊고있었다
133,133,874260,1,The Forgotten City,2021-07-28,26000.0,4,3,Adventure,0,40,Adventure,8,0,1,overwhelmingly positive,overwhelmingly positive,single only,5667,182,61.1,585.0,,리뷰보다가 스포일당하지 말고 게임하세요! :)
134,134,1062160,1,Poly Bridge 2,2020-05-29,15500.0,4,4,Indie,0,22,Building,11,0,1,overwhelmingly positive,overwhelmingly positive,single only,4805,207,192.0,1852.0,82.6,내가 뭘 만들고 있는지 도저히 모르겠어
135,135,532110,1,Rusty Lake: Roots,2016-10-20,3300.0,1,1,Adventure,0,16,Puzzle,14,0,0,very positive,overwhelmingly positive,single only,4870,191,62.7,329.0,83.3,"러스티 레이크 타이틀을 달고 있는 시리즈 중 2부에 해당하는 《녹슨 호수: 뿌리》다. 개발사가 만드는 게임 전체가 '큐브 이스케이프' 시리즈로 다 연관된다고 하는데, 일단 나는 이번이 처녀작이라 그런 건 모르겠다. 어, 근데 이게 처음이면 1부인 호텔은 왜 안 했냐고? 후, 보니까 그건 도전과제가 없더라고. 그나마 이 '뿌리'부터라도 도전과제가 추가되어··· 얼레, 띠용? 이거 리뷰 쓰면서 확인차 다시 상점페이지 봤는데 전작인 '호텔'에 도전과제가 생겼네? 아리가또 데브사마, 덕분에 저도 온전히 이 시리즈를 즐길 수 있게 된 거시에얌. 지나쳐 온 게임, 도전과제 수혈 바로 맞으러 갈테니 딱 기다리고 있어라.

+ 한번 보면 잊혀지지 않을 독특한 아트 디자인
+ 3,300원이라고는 믿기지 않는 뛰어난 가성비
+ 텍스트를 최대한 절제하면서도, 이야기는 쉽게 전달이 됨
+ 참신한 퍼즐들이 다양하게 준비되어 있음
+ 전반적으로 깔린 기괴한 분위기가 엔딩 끝까지 유지됨
+ 공.식.한.글.화.지.원
+ 가이드 참고할 경우 도전과제 올클리어 쉬운 편
+ 트레이딩 카드 존재(플탐 대비 파밍시간 적절)

- The date 도전과제를 놓치면, 사실상 처음부터 게임 후반까지 다시 해야됨

레알, 웬만하면 라는 이야기는 가이드를 참고하도록 하자. 이게 '작은 액자'들은 클리어하면 다시 할 수 없어서 일어나는 불상사다. 진심, 완전 후반부에 나오는 The Star 에서만 'The date' 도전과제를 달성할 수 있는데, 그걸 놓쳐버린다면 눈물을 머금고 통째로 다시 진행하는 수밖에 없다. 시팔, 그리고 나는 그 케이스에 당첨되어 버렸네 흑흑. 공략을 다 알기에 사실상 다시 오는데 1시간이 채 안 걸렸지만, 그냥 '이미 왔던 과정을 되풀이하는' 그 자체로 너무 귀찮았다. 그거 외에 아쉬운 점은 없다."
136,136,1003590,1,Tetris® Effect: Connected,2021-08-18,41000.0,6,6,Casual,0,43,Casual,10,0,1,very positive,overwhelmingly positive,single and multi,3743,156,145.1,1253.0,82.3,"완성된 게임을 현대화시키는 영리한 리메이크.

물론, 현대화고 나발이고 긴건 필요할때 여전히 안나온다."
137,137,915310,1,SNKRX,2021-05-17,3300.0,4,4,Action,0,24,Action Roguelike,1,0,0,very positive,overwhelmingly positive,single only,3543,144,31.4,1723.0,95.8,"가벼운 기분으로 켜서 짧게 즐기기 좋은 오토체스류 게임.
분명 컬러풀한 밥풀들이 기어다닐 뿐인데 밥풀들의 이름과 스킬 효과등으로 상상력을 자극해
화려한 전투를 보는 것 같은 착각을 주는 90년대 게임식 로스트 테크널러지를 사용하고있다."
138,138,3320,1,Insaniquarium Deluxe,2006-08-30,5000.0,2,2,Casual,0,0,Casual,1,0,0,very positive,overwhelmingly positive,single only,3588,124,65.9,264.0,,"1단계. 스팀에서 파일 경로열기 버튼을 눌러 들어갑니다.

2단계. "" insaniquariumdelux.exe ""를 마우스 오른쪽 버튼으로 클릭하고""속성""을 선택합니다.

3단계. ""호환성"" 탭으로 갑니다.

4단계. 이 프로그램을 실행할 호환 모드 ""Windows 8""를 선택합니다.

5단계.""설정 탭""에서 ""전체 화면 최적화 사용 중지"" 체크합니다.
"" 관리자 권한으로 이 프로그램 실행 "" 체크합니다.


6단계. "" 높은 DPI 설정 변경""을 누릅니다. 프로그램 DPI 탭에서,

""이 설정을 사용하여 설정에 있는 크기 조정 대신 이 프로그램의 크키조정 문제를 해결하세요"" 를 체크합니다.

7단계. 드롭 다운 상자에서 ""이 프로그램을 열 때""을 선택합니다.

8단계. Apply(적용)를 선택한 후 Close(닫기)를 선택합니다.


9단계. .exe가 붙은 모든 응용 프로그램에 대해 3~8단계를 반복합니다. (총 3개).

실행합니다. 오류가 뜬다고요???

<<10단계. unable to load steam.dll 오류 해결 방법을 알려드리겠습니다.>>

11단계. 기본 스팀 폴더""\steam""으로 돌아가서""Steam.dll""을 복사하십시오.

12단계. Insaniquarium설치 위치""\Steam\steamapps\common\""에 ""Steam.dll"" 붙여 넣으십시오.
(저는 안에도 밖에도 다 붙여넣기했습니다.)

13단계. ""insaniquariumdelux.exe"" 를 더블클릭하여 실행해보십시오.

여전히 실행이 안된다고요??

<<14단계. 실행이 안된다면 이제 윈도우 검색창에 ""레지스트리 편집기를 검색하여 실행합니다.>>

15.단계. "" HKEY_CURRENT_USER "" 탭에서 "" HKEY_CURRENT_USER\Software "" 로 간 다음, "" PopCap ""에
"" Insaniquarium "" 로 가십시오.

16.단계. ScreenMode 라는 파일이 없다면, 빈 화면 마우스 오른쪽 클릭 후, "" 새로만들기 "" 누르셔서,

DWORD (32비트 값) 을 누르십시오. ""새 값 #1 "" 파일을 생성하시고, 이름을 "" ScreenMode "" 로 설정하십시오,

17단계. 파일을 누르시고 "" 값 데이터 "" 를 0으로 설정하시고 ""16진수"" 를 선택하시고 확인을 누르십시오.

18단계. 프로그램을 실행하십시오.

19단계. 이래도 실행이 안된다면, (전 제가 쓴 대로 하니까 됐습니다.)

제가 퍼와서 일부 변경한 이 메뉴얼의 원래 지시대로 해보십시오. 지시를 응용하여 머리를 굴리시어 직접 방법을 찾아보십시오.

<원래 지시 링크>



<20.12.10추가사항!! 블로그 링크>

이미지로 정리해놓으신 분이 계시더라고요!! 너무 잘 해놓으셨어요~~
나무위키에다가도 누군가가 올려놨어요?!! 블로그 보고나서 알았네요 !!

허락 받고 글 링크 올려놓겠습니다!@~!~
훨씬 보기 편하니까 봐보세요 !!





-----------------------------------------------
정말 하고싶은 나머지 구글링 졸라게 했습니다.
체크를 풀고 해제하고 온갖 개지랄해서 겨우 실행했습니다.ㅋㅋㅋㅋㅋ 이 기쁨을 공유합니다. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
139,139,1506980,1,葬花·暗黑桃花源,2021-10-22,14500.0,6,6,Adventure,0,33,Adventure,1,0,1,very positive,overwhelmingly positive,single only,3406,114,18.4,887.0,92.6,
140,140,1215390,1,Animal Revolt Battle Simulator,2022-04-16,16000.0,5,5,Action,1,5,Sandbox,10,0,0,overwhelmingly positive,overwhelmingly positive,single only,3142,108,363.2,1034.0,23.3,"EARLY ACCESS REVIEW
이 게임 너무 좋아요"
141,141,1634150,1,Behind the Frame: The Finest Scenery,2021-08-25,13500.0,6,4,Adventure,0,19,Atmospheric,10,0,1,overwhelmingly positive,overwhelmingly positive,single only,3239,116,11.9,170.0,90.2,"갤러리에 출품할 그림을 그리는 과정, 그리고 옆집 예술가 이웃을 관찰하며 추억을 떠올리는 한 여인의 이야기

게임의 진행은 포인트 앤 클릭 게임처럼 아이템들을 클릭하고, 붓질을 하거나 단순한 퍼즐을 푸는 등의 간단한 조작으로 진행을 할 수 있으며, 포인트 앤 클릭 장르의 가시와도 같은 아이템 조합이나, 지나치게 방대한 맵 같은 것이 없기 때문에 게임 진행이 막히는 일은 없을 것이다. 오히려 대부분의 활동은 하나의 익숙한 공간 내에서 일어나기 때문에 많은 장소를 두리번두리번 거릴 일이 없어 나 같은 길치가 편안하게 즐길 수 있고, 상호작용할 수 있는 오브젝트들이 명확히 배경과 구분이 되며, 퍼즐 해결에 필요한 몇몇 암기 요소들을 화면 우측 하단의 공책에 다 기록해 놓아서 게임 진행이 플레이어에게 편안할 수 있도록 게임 내 장치들은 다 마련되어 있다. 스토리의 경우는 예전에 했었던 Florence 나 Where the past was around 처럼 주인공의 사랑 그리고 꿈에 관한 이야기를 다루고 있으면서도, 너무 뻔하지 않은 결말을 보여주어 플레이어가 엔딩 장면을 보고 여운을 느끼게 해 준다. Florence 의 경우는 그 뻔하지 않은 결말이 갑작스럽고 부자연스럽다는 느낌이 들어 비추천을 주었지만, Behind the Frame 의 경우는 결말이 이해가 가면서도 해당 엔딩으로 빌드업을 하는 연출이 마음에 들어서 추천을 주는 게임이다.

연출 이야기가 나와서 말이지만, Behind the Frame의 스토리 자체는 충격적이고 신선하다고 할 정도는 아니지만 비주얼의 경우는 확실히 취향을 적격한 게임이다. 일단 게임플레이가 대부분 진행되는 공간인 주인공의 집 내부가 아름다우면서도 디테일이 곳곳에 묻어 있어서 게임을 처음 시작할 때 집을 360도 둘러보며 이것저것 클릭하는 맛이 있었고, 게임이 진행됨에 따라 창문 밖 날씨가 바뀌며 그 날씨가 게임의 배경에 어떻게 반영되고 변화시키는지 감상하는 맛도 있었다. 그리고 이 게임의 매력은 단순히 게임의 배경에서만 끝나는 게 아닌데, 게임을 진행하며 중간중간 나오는 애니메이션이 바로 이 게임의 꽃이라고 생각한다. 시각적인 퀄리티와 사운드트랙을 모두 잘 소화해 놓아서 부자연스럽거나 거북하게 느껴지는 영상은 전혀 없었으며, 애니메이션을 통해 매끄러운 연출을 이끌어 낼 수 있어 일반적인 포인트 앤 클릭 게임이나 비주얼 노벨에서 나오는 ""컷씬식 연출"" 들 보다 더 생동감과 몰입감 있게 게임을 즐길 수 있었다.

물론, 이 게임 역시 최근에 평가를 남겼던 Hoa 처럼, 예술적인 게임들은 가격 대비 플레이타임이 짧다는 단점에서 벗어나지는 못한다. 특히 플레이타임이 1시간 정도로 그리 긴 게임이 아니라, 1만원에 사서 뭔가 깊이감이 있는 게임플레이를 기대했다면 실망할 수 있다고 생각한다. 그래도, 감성적인 게임을 좋아하는 사람이라면 이 게임을 엔딩까지 즐기는 과정에서 못 만든 게임이라는 찜찜한 생각 같은 건 들지 않을 것이라는 걸 확신하며, 완성도가 떨어지거나 매력이 없는 작품은 아니여서 이 단점 때문에 굳이 Behind the Frame을 비난하고 싶지는 않다.


결론적으로, 시각적 및 청각적인 면에서 완성도가 높은 감성 힐링게임. 1시간 정도 잠시 스트레스 받지 않고 잔잔한 이야기를 즐기고 싶은 사람들에게 추천한다.

여담) 한글 번역의 경우 크게 거슬리는 부분은 없었다. 번역하신 분들 고마워요 !"
142,142,801480,1,Agent A: A puzzle in disguise,2019-08-30,20500.0,4,4,Adventure,0,30,Puzzle,11,0,0,overwhelmingly positive,overwhelmingly positive,single only,2748,112,26.6,178.0,95.1,"비밀 요원이 적 스파이를 잡으러 그녀의 비밀 아지트에 잠입하는 포인트 앤 클릭 게임

스토리 자체는 특출나다고 느낄 정도는 아니었지만, 게임의 구성은 다양한 퍼즐, 적절한 위치에 아이템 이용하기, 챕터를 진행할수록 방문할 수 있는 장소의 증가 등등 구성 자체는 꽤 알차다. 플레이타임도 개인적으로는 3시간 걸렸지만, 게임 내 5개의 챕터 중 첫 두 챕터를 미리 모바일로 해 본 경험이 있기 때문에 만약 처음 이 게임을 한다면 넉넉하게 4시간 정도로 가정할 수 있고, 따라서 가격 대비 분량도 괜찮다. 이 외에 게임 내 특징들을 적어보자면:

1. 게임 내 메모할 게 생각보다 많기 때문에 (암기로 때우기에는 힘든 부분들이 몇몇 있다. 게다가 게임을 할 때마다 숫자들이 바뀌는 경우도 많다 !) 암기력이 초인적이지 아닌 이상 종이 한 장과 펜을 챙기는 걸 권장한다.

2. 대부분의 퍼즐들은 왜 이런 답이 나왔는지 게임 내 이유가 있지만, 몇몇 경우는 그냥 경우의 수로 맞춰야 하는 경우가 있다. 이 때문에 게임이 재미없는 건 아니지만, 너무 단서에 집중하기보다는 가끔은 그냥 이것저것 시도해 보는 게 정답이다.

3. 난이도는 중간 정도. 퍼즐들은 딱히 어렵지 않았고, 길치본능과 아이템을 어디에 사용해야 하는 지 몰라서 막힌 경우가 대부분이었기 때문에 퍼즐에 약해도 해볼만한 게임이라 생각한다.


결론적으로, 꽤 잘 만든 포인트 앤 클릭 장르의 게임이다. 게임 엔딩에도 후속작 떡밥을 대놓고 던지기도 하니 이 정도 퀄리티의 재미있는 후속작이 나왔으면 하는 바람을 가지고 추천.

여담) 게임 내 한글을 지원한다. 개인적으로는 영어로 해서 퀄리티는 잘 모르겠지만, 리뷰들을 보면 나름 괜찮게 된 것 같다."
143,143,1217390,1,Some Some Convenience Store,2020-01-15,15000.0,3,3,Adventure,0,25,Dating Sim,2,0,1,very positive,overwhelmingly positive,single only,2635,99,8.3,763.0,98.9,
144,144,1488200,1,Symphony of War: The Nephilim Saga,2022-06-11,20500.0,6,4,Adventure,0,19,RPG,1,0,1,overwhelmingly positive,overwhelmingly positive,single only,2360,76,815.8,3175.0,75.5,"몇 달 전에 찜해놓고 데모를 플레이하면서 주시했는데, 여러 모로 신박한 게임입니다. 일단 시나리오 진행 중에 표현되는 그래픽은 90년대 JRPG를 비롯해, 같은 시기를 풍미했던 어스토니시아 스토리와 포가튼 사가를 떠올리게 합니다. 사운드는 BGM도 그렇고 효과음도 그렇고 딱히 특기할 만한 부분이 없습니다. 인터페이스는 패드 플레이에 대한 배려가 돼 있지 않고, 옵션 항목 자체가 부족해서 키마로도 은근히 불편한 점이 있습니다. 특히 패드 플레이 시 L1~L3/R1~R3은 모조리 잉여 버튼입니다. 이와 관련해서는 차후 개선이 필요할 것으로 보입니다.

하지만 전략성과 전투 시스템 그리고 분위기가 앞서 언급한 단점들을 모조리 씹어먹을 수준입니다. 전설의 오우거 배틀, 랑그릿사, 파이어엠블렘 등 여러 SRPG를 참고한 것으로 보이는데, 90년대 말에 나름 인기몰이를 한국산 SRPG '은색의 용병'의 냄새도 납니다. '심포니 오브 워'의 기본 전투 단위인 스쿼드는 전열, 중열, 후열로 구성되는데, 일반적인 종대 공격으로는 전열만 공격 가능하지만, 횡대를 목표로 한 공격으로 후위의 힐러나 궁수를 저격 가능하죠. 9인 스쿼드를 기본 전투단위로 하는 '은색의 용병'이 이러한 종대/횡대 공격을 통한 재미가 극대화된 게임 중 하나였죠.

'심워'는 일견 복잡해 보일 정도로 여러 가지 시스템을 도입했더군요. 리더 및 캐퍼시티 수치를 통해 스쿼드 편성에 제한과 제약을 뒀는데, 아이템과 용병의 특성 등 여러 가지 방법으로 이를 극복할 수 있게 해놓았습니다. 유닛 1개가 기본적으로 10의 캐퍼시티를 차지하죠. 충성심(Loyalty) 트레잇을 가진 유닛은 -2가 돼서 8의 캐퍼시티를 가집니다. 전투맵에서 거점을 점령해서 리더 수치를 점진적으로 올려 캐퍼시티 수치를 상향시키는 것도 이 일환이죠.

재밌는 게 화기를 장비한 총병 유닛이 존재해서 방어구 관통 시스템을 통해 중장갑 유닛을 찢어발기는 게 가능합니다. 스쿼드 구성상 전열의 유닛은 블록/커버를 통해 중후열 유닛이 받을 공격을 대신 맞아주거나 일부 줄여줍니다. 따라서 체력과 방어력이 높은 중장갑 유닛을 전열에 배치하는 게 유리합니다. 냉병기 전투가 기본이라 중장갑보병 솔져, 중갑창병 스피어맨, 중기병 카발리어 같은 티어2 중갑 유닛이 짱짱맨이지만 75% 방어구 관통을 능력을 가진 총 앞에서는 무력하죠. 마법은 아예 방어구 무시라 사나이의 로망인 '츠바이한더'도 벌거벗은 기사님에 지나지 않죠. 다만 날씨 시스템이 존재해서 비오는 날 총병은 꿔다놓은 보릿자루 신세입니다.

테크 트리 시스템이 존재해서 마켓 플레이스에서 고용하는 용병의 레벨과 가격을 유리하게 조정하거나 특정 클래스나 유닛 카테고리의 전투력을 상승 혹은 향상시킬 수 있습니다. 예를 들자면 이렇습니다.


[지휘구조 파악(Identify Command Structure)]
'적 지휘관 목표'라는 공격 커맨드를 사용할 수 있게 된다.

[혼성부대전술(Mixed Unit Tactics)]
스쿼드가 2종류의 이상의 각기 다른 유닛으로 구성된 상태라면, 각 유닛은 +3 웨폰 파워(공격력)를 획득한다.


지휘구조파악은 상대 지휘관을 집중적으로 공격해서 적 부대를 모랄빵내는 데 도움이 됩니다. 조건이 붙긴 하지만 모랄빵난 스쿼드는 서렌을 칩니다. 적 스쿼드보다 위협등급(Threat Rating)이 높지 않으면 포로로 잡을 수가 없죠. 위협등급은 전투력 비슷한 개념입니다. 강한 유닛일 수록 위협등급이 높죠. 혼성부대전술은 현대의 제병합동부대랑 비슷한 개념이죠. 카발리어(전차) +솔져(보병) + 궁병(포병)을 한부대로 묶으면 시너지가 나온다는 거죠.

남자의 로망인 나이트, 카발리어, 후사르 등 기병 유닛은 6~7 타일을 이동한 후 가능한 돌격(Charge)이라는 스킬을 통해 땅개 친구들(?)에게 충격과 공포를 선사해줄 수 있습니다. 돌격을 당한 적 스쿼드는 쇼크 상태에 빠져서 무력화되죠. 생긴 것도 멋지고 이런저런 이유로 선호하게 되는 기병 유닛이지만, 앞서 썼다시피 방어구 관통이나 무시를 가진 유닛이 다수 존재하고 창병에게 추가 데미지를 받기에 밸런스가 맞게 돌아가죠.

여기 다 쓸 수 없을 정도로 재밌는 전투 시스템이 많습니다. 제한된 자원으로 자신만의 스쿼드를 구성하는 것부터 즐겁습니다. 필연적으로 시행착오를 겪게 되지만, 이 또한 재미라고 생각합니다. 더 플레이해봐야겠지만 난이도도 그렇게 높은 편은 아닌 걸로 여겨집니다.

서두에 언급한 불편한 인터페이스와 허술한 옵션 외에도 영어라는 언어장벽 때문에 스토리 몰입이 약간 어려울 수 있다는 게 아쉽습니다. 그렇게 어려운 영어는 아니지만, 어쨌든 몰입에 방해가 됩니다. 특히 전투 종료 후 주요 인물 간 친밀도 상승을 위해서 '컨버세이션즈' 항목을 통해 필연적으로 긴 대화를 읽어야 하기에 더욱 아쉽죠. 듣보잡 루테넌트의 쌉소리와 열악한 근무환경에 고통받다가 주인공과 연을 맺게 된 제국군 서전트 바너버스(Barnabas) 아재의 대사를 한국어로 보면 더 재밌지 않을까 하는 생각이 들었습니다.

90년대 여러 SRPG가 떠오르지만, '심포니 오브 워'만의 맛도 강렬합니다. 자신만의 스쿼드를 구성해서 키우는 재미 하나만으로도 주저없이 추천하고 싶은 작품입니다.


추신1. 초중반에만 그런지 모르겠는데, 노멀 난이도에서 테크트리를 중기병에 몰빵하고 아티팩트 도배한 나이트 캡틴(근접기병 캐퍼시티 -2) 트레잇 가진 기병 지휘관한테 카발리어 5개 붙이고 다니니 학살병기가 따로 없군요. 힐러 등을 포함시킨 혼성 스쿼드가 좋지만, 6중기병 파괴력이 원체 대단해서 의외로 잘 굴러가네요. 2회 이동이 가능해서 피해가 누적되면 남은 이동력 으로 뒤로 빠져서 힐 좀 받고 전투에 다시 투입하는 방식으로 전장을 종횡무진시키는 게 너무 재밌습니다. 물론, 용가리(?)나 총병 만나면 사이좋게 꼬치구이가 되지만, 워낙 호쾌한 플레이가 가능해서 이런 식의 플레이를 지향하게 되네요.

추신2. 초반에도 골드만 많으면 이쁘고(?) 능력 좋은 고티어 용병 영입 가능하기에 돈이 최고가 아닌가 하는 생각이 듭니다.



[50시간 가까이 하면서 느낀 점]
중기병 컨셉질하면서 느낀 건데, 단일병종 중기병(나이트, 카발리어 등)은 한계가 있더군요. 시너지가 없는 건 둘째치고, 상대편 전열에 센티넬(3티어 창병)이 있거나 6~7칸을 이동하면 발생하는 돌격의 부과효과로 적을 쇼크 상태로 몰아넣지 않으면 딜이 나오지 않습니다. 다만 이건 제 연구가 부족해서 그런 면도 있는 거 같습니다. 왜냐하면 단일 병종이라고 무조건 약하지 않습니다.

※성 테레사의 티아라(St. Teresa's Tiara) 캡+3 스킬+20
▶ 마력(MAG) 1당 힘(STR) 1을 획득한다.
▶ 마력(MAG) 수치는 0이 된다.

강력한 전설템 중 하나로서 이거 끼는 순간 3티어 궁병인 워보우(Warbow)는 강철탄자의 비를 뿌리는 무시무시한 곡사포가 됩니다. 7~8명으로 구성된 워보어 단일 스쿼드에 중갑을 제외한 대부분의 유닛이 녹습니다. 사실 적 중갑 유닛도 크게 상관은 없습니다. 방어구 관통능력이 붙은 스틸셰터(Steelshatter) 같은 템을 장착하면 되니까요.

게임 처음 시작할 때만 해도 사정거리가 3칸인 걸 제외하면 무쓸모라고 여긴 워보우였는데, 지금은 중기병 스쿼드보다 훨씬 효자 노릇을 하고 있죠. 템만 있으면 단일병종으로 얼마든지 전장을 휩쓸 수가 있죠. 단, 성 테레사의 티아라를 장착한 부대는 자체 힐이 안 되고, 애당초 중기병 컨셉 부대는 중기병 단일이라 힐러도 없기에 근접전 벌이다 보면, 총병 크리나 마법 샤워에 찢겨나가죠. 힐도 안 되고, 딜도 안 되고, 탱도 안 되는 아주 골 때리는 스쿼드가 됐죠. 그래도 열심히 상자까러 다니...크흠.

문제적 도전과제의 무대인 12스테이지를 하다보면 적 시즈캐논 스쿼드의 강력함에 놀라게 되는데, 후반에 아군이 강해질 대로 강해진 상태에선 시즈캐논의 포격 따위 힐과 템빨로 충분히 커버칠 수 있습니다. 문제는 초반 아군이 약해빠져서(?), 뭔가 특단의 조치가 필요하다는 겁니다. 저때는 스테이지 구성이 부조리하다고 생각했는데, 진행하다보니 힌트를 얻게 되더군요.

다만 어느 정도의 팩션 포인트와 필요한 템이 있어서 12스테이지까지 그 조건을 충족시킬 수 있는가 그게 의문이라 실제로 시도를 해봐야죠. 필요한 조건은 둘째치고, 그 대응법을 플레이 경험이 부족한 첫회차에 생각해낼 수 없다는 점에서 부조리한 면이 있죠.

글 서두에 패드 언급을 했는데, 최근 패치내역과 개발자의 의도를 살펴보면 마우스를 중심으로 인터페이스 편의성을 재구축에 가까운 수준으로 개편할 것으로 보입니다. 편성 페이즈에서 예비 부대에 속한 유닛의 정보 확인을 이전보다 편하게 할 수 있게 됐고, 부대 편성창에서 녹색으로 일괄적으로 표시됐던 드래곤의 색이 해당 드래곤에 맞게 수정됐습니다. 그리고 유닛이 업글/다운글 가능한 상태일 때 머리 위에 초록 화살표가 떴는데, 다운글일 때는 노란 화살표가 뜨게 수정됐습니다. UI를 가능하면 한눈에 간편하게 확인할 수 있도록 서서히 개편 중이죠.

시간이 지나면 지날 수록 더욱 괜찮아지는 게임입니다."
